2021-11-05 13:18:10
2021-11-05 18:42:16

step :5000 |ssim:0.5703| psnr:18.9811
step :225000 |ssim:0.9247| psnr:29.2331psnr:30.7865 |ssim:0.9773psnr:28.0749 |ssim:0.8779
step :230000 |ssim:0.9276| psnr:29.4307psnr:30.3724 |ssim:0.9757psnr:27.8428 |ssim:0.8747
step :235000 |ssim:0.9252| psnr:29.1076psnr:30.4465 |ssim:0.9768psnr:28.1348 |ssim:0.8795
step :240000 |ssim:0.9282| psnr:29.2906psnr:30.7301 |ssim:0.9767psnr:28.1080 |ssim:0.8795
step :245000 |ssim:0.9281| psnr:29.4191psnr:30.9481 |ssim:0.9779psnr:28.1181 |ssim:0.8793
step :250000 |ssim:0.9286| psnr:29.5331
 model saved at step :250000| max_psnr:29.5331|max_ssim:0.9286psnr:31.1827 |ssim:0.9790psnr:28.1453 |ssim:0.8813
step :255000 |ssim:0.9302| psnr:29.6640
 model saved at step :255000| max_psnr:29.6640|max_ssim:0.9302psnr:30.9873 |ssim:0.9786psnr:28.0449 |ssim:0.8804
step :260000 |ssim:0.9295| psnr:29.5161psnr:30.5990 |ssim:0.9768psnr:28.1834 |ssim:0.8801
step :265000 |ssim:0.9284| psnr:29.3912psnr:31.2576 |ssim:0.9787psnr:28.1241 |ssim:0.8791
step :270000 |ssim:0.9289| psnr:29.6909psnr:30.7999 |ssim:0.9779psnr:28.2375 |ssim:0.8823
step :275000 |ssim:0.9301| psnr:29.5187psnr:30.4969 |ssim:0.9769psnr:28.2122 |ssim:0.8819
step :280000 |ssim:0.9294| psnr:29.3546psnr:31.2259 |ssim:0.9790psnr:28.1876 |ssim:0.8815
step :285000 |ssim:0.9302| psnr:29.7068
 model saved at step :285000| max_psnr:29.7068|max_ssim:0.9302psnr:31.1851 |ssim:0.9792psnr:28.2392 |ssim:0.8829
step :290000 |ssim:0.9311| psnr:29.7121
 model saved at step :290000| max_psnr:29.7121|max_ssim:0.9311psnr:30.8621 |ssim:0.9779psnr:28.1422 |ssim:0.8828
step :295000 |ssim:0.9304| psnr:29.5022psnr:30.8714 |ssim:0.9781psnr:28.1519 |ssim:0.8798
step :300000 |ssim:0.9289| psnr:29.5117psnr:30.9781 |ssim:0.9786psnr:28.2666 |ssim:0.8827
step :305000 |ssim:0.9306| psnr:29.6224psnr:31.0262 |ssim:0.9782psnr:28.1720 |ssim:0.8820
step :310000 |ssim:0.9301| psnr:29.5991psnr:31.0838 |ssim:0.9787psnr:28.2890 |ssim:0.8831
step :315000 |ssim:0.9309| psnr:29.6864psnr:30.9836 |ssim:0.9784psnr:28.3077 |ssim:0.8835
step :320000 |ssim:0.9309| psnr:29.6457psnr:30.9755 |ssim:0.9789psnr:28.3212 |ssim:0.8832
step :325000 |ssim:0.9311| psnr:29.6484psnr:30.9613 |ssim:0.9781psnr:28.2770 |ssim:0.8832
step :330000 |ssim:0.9307| psnr:29.6192psnr:31.2647 |ssim:0.9785psnr:28.3212 |ssim:0.8832
step :335000 |ssim:0.9309| psnr:29.7929psnr:31.1175 |ssim:0.9787psnr:28.3256 |ssim:0.8840
step :340000 |ssim:0.9314| psnr:29.7215
 model saved at step :340000| max_psnr:29.7215|max_ssim:0.9314psnr:31.2205 |ssim:0.9788psnr:28.2777 |ssim:0.8824
step :345000 |ssim:0.9306| psnr:29.7491psnr:31.0872 |ssim:0.9786psnr:28.3489 |ssim:0.8846
step :350000 |ssim:0.9316| psnr:29.7181psnr:31.0202 |ssim:0.9788psnr:28.3142 |ssim:0.8842
step :355000 |ssim:0.9315| psnr:29.6672psnr:31.2428 |ssim:0.9787psnr:28.2716 |ssim:0.8833
step :360000 |ssim:0.9310| psnr:29.7572psnr:31.0866 |ssim:0.9787psnr:28.3459 |ssim:0.8849
step :365000 |ssim:0.9318| psnr:29.7162psnr:31.0748 |ssim:0.9787psnr:28.3266 |ssim:0.8842
step :370000 |ssim:0.9314| psnr:29.7007psnr:31.0054 |ssim:0.9786psnr:28.3501 |ssim:0.8844
step :375000 |ssim:0.9315| psnr:29.6777psnr:31.0733 |ssim:0.9787psnr:28.3435 |ssim:0.8848
step :380000 |ssim:0.9318| psnr:29.7084psnr:31.1568 |ssim:0.9787psnr:28.3457 |ssim:0.8845
step :385000 |ssim:0.9316| psnr:29.7512
 model saved at step :385000| max_psnr:29.7512|max_ssim:0.9316psnr:31.1096 |ssim:0.9789psnr:28.3346 |ssim:0.8848
step :390000 |ssim:0.9319| psnr:29.7221psnr:31.2028 |ssim:0.9792psnr:28.3408 |ssim:0.8852
step :395000 |ssim:0.9322| psnr:29.7718
 model saved at step :395000| max_psnr:29.7718|max_ssim:0.9322psnr:31.1902 |ssim:0.9790psnr:28.2996 |ssim:0.8839
step :400000 |ssim:0.9315| psnr:29.7449psnr:31.2943 |ssim:0.9793psnr:28.3693 |ssim:0.8854
step :405000 |ssim:0.9324| psnr:29.8318
 model saved at step :405000| max_psnr:29.8318|max_ssim:0.9324psnr:31.2129 |ssim:0.9788psnr:28.3491 |ssim:0.8849
step :410000 |ssim:0.9319| psnr:29.7810psnr:31.1758 |ssim:0.9791psnr:28.3588 |ssim:0.8851
step :415000 |ssim:0.9321| psnr:29.7673psnr:31.2643 |ssim:0.9793psnr:28.3829 |ssim:0.8853
step :420000 |ssim:0.9323| psnr:29.8236psnr:31.2346 |ssim:0.9792psnr:28.3626 |ssim:0.8854
step :425000 |ssim:0.9323| psnr:29.7986psnr:31.2170 |ssim:0.9791psnr:28.3815 |ssim:0.8856
step :430000 |ssim:0.9323| psnr:29.7993psnr:31.2909 |ssim:0.9792psnr:28.3688 |ssim:0.8854
step :435000 |ssim:0.9323| psnr:29.8299psnr:31.2286 |ssim:0.9792psnr:28.3755 |ssim:0.8856
step :440000 |ssim:0.9324| psnr:29.8021psnr:31.2340 |ssim:0.9790psnr:28.3632 |ssim:0.8854
step :445000 |ssim:0.9322| psnr:29.7986psnr:31.2604 |ssim:0.9792psnr:28.3719 |ssim:0.8855
step :450000 |ssim:0.9324| psnr:29.8161psnr:31.2328 |ssim:0.9792psnr:28.3889 |ssim:0.8856
step :455000 |ssim:0.9324| psnr:29.8108psnr:31.2537 |ssim:0.9792psnr:28.3781 |ssim:0.8856
step :460000 |ssim:0.9324| psnr:29.8159psnr:31.2553 |ssim:0.9792psnr:28.3886 |ssim:0.8854
step :465000 |ssim:0.9323| psnr:29.8219psnr:31.2579 |ssim:0.9792psnr:28.3810 |ssim:0.8856
step :470000 |ssim:0.9324| psnr:29.8195psnr:31.2672 |ssim:0.9792psnr:28.3798 |ssim:0.8854
step :475000 |ssim:0.9323| psnr:29.8235psnr:31.2582 |ssim:0.9792psnr:28.3780 |ssim:0.8855
step :480000 |ssim:0.9324| psnr:29.8181psnr:31.2612 |ssim:0.9792psnr:28.3803 |ssim:0.8855
step :485000 |ssim:0.9324| psnr:29.8207psnr:31.2590 |ssim:0.9792psnr:28.3786 |ssim:0.8855
step :490000 |ssim:0.9324| psnr:29.8188psnr:31.2615 |ssim:0.9792psnr:28.3800 |ssim:0.8855
step :495000 |ssim:0.9324| psnr:29.8208psnr:31.2612 |ssim:0.9792psnr:28.3799 |ssim:0.8855
step :500000 |ssim:0.9324| psnr:29.82062022-09-28 04:06:222022-09-29 22:57:02
2022-09-29 22:59:54
2022-09-29 23:03:28
2022-09-29 23:04:15
2022-09-29 23:06:15
2022-09-29 23:11:06
2022-09-29 23:14:47
2022-09-29 23:15:58
2022-09-29 23:17:39
2022-09-29 23:18:18
psnr:29.6053 |ssim:0.9731psnr:24.0912 |ssim:0.7703
step :5000 |ssim:0.8717| psnr:26.8483
 model saved at step :5000| max_psnr:26.8483|max_ssim:0.8717psnr:29.7819 |ssim:0.9720psnr:24.9579 |ssim:0.8014
step :10000 |ssim:0.8867| psnr:27.3699
 model saved at step :10000| max_psnr:27.3699|max_ssim:0.8867psnr:29.8171 |ssim:0.9707psnr:25.4296 |ssim:0.8032
step :15000 |ssim:0.8869| psnr:27.6234
 model saved at step :15000| max_psnr:27.6234|max_ssim:0.8869psnr:30.9506 |ssim:0.9759psnr:25.8386 |ssim:0.8195
step :20000 |ssim:0.8977| psnr:28.3946
 model saved at step :20000| max_psnr:28.3946|max_ssim:0.8977psnr:29.0907 |ssim:0.9730psnr:26.1137 |ssim:0.8313
step :25000 |ssim:0.9021| psnr:27.6022psnr:29.6950 |ssim:0.9686psnr:25.5494 |ssim:0.8231
step :30000 |ssim:0.8959| psnr:27.6222psnr:30.4975 |ssim:0.9755psnr:26.3516 |ssim:0.8344
step :35000 |ssim:0.9050| psnr:28.4246
 model saved at step :35000| max_psnr:28.4246|max_ssim:0.9050psnr:30.4389 |ssim:0.9746psnr:26.5520 |ssim:0.8438
step :40000 |ssim:0.9092| psnr:28.4955
 model saved at step :40000| max_psnr:28.4955|max_ssim:0.9092psnr:30.9910 |ssim:0.9774psnr:26.4183 |ssim:0.8431
step :45000 |ssim:0.9102| psnr:28.7047
 model saved at step :45000| max_psnr:28.7047|max_ssim:0.9102psnr:30.9317 |ssim:0.9773psnr:26.5424 |ssim:0.8394
step :50000 |ssim:0.9084| psnr:28.7370psnr:30.4743 |ssim:0.9735psnr:26.7761 |ssim:0.8452
step :55000 |ssim:0.9093| psnr:28.6252psnr:29.3145 |ssim:0.9729psnr:26.7758 |ssim:0.8384
step :60000 |ssim:0.9057| psnr:28.0452psnr:30.0771 |ssim:0.9750psnr:26.6720 |ssim:0.8526
step :65000 |ssim:0.9138| psnr:28.3746psnr:30.8945 |ssim:0.9779psnr:26.9446 |ssim:0.8501
step :70000 |ssim:0.9140| psnr:28.9195
 model saved at step :70000| max_psnr:28.9195|max_ssim:0.9140psnr:29.5830 |ssim:0.9689psnr:27.1041 |ssim:0.8525
step :75000 |ssim:0.9107| psnr:28.3436psnr:31.0787 |ssim:0.9775psnr:27.0569 |ssim:0.8547
step :80000 |ssim:0.9161| psnr:29.0678
 model saved at step :80000| max_psnr:29.0678|max_ssim:0.9161psnr:29.8983 |ssim:0.9741psnr:27.1836 |ssim:0.8575
step :85000 |ssim:0.9158| psnr:28.5409psnr:29.7735 |ssim:0.9742psnr:27.1882 |ssim:0.8593
step :90000 |ssim:0.9167| psnr:28.4809psnr:30.0988 |ssim:0.9753psnr:27.1985 |ssim:0.8609
step :95000 |ssim:0.9181| psnr:28.6487psnr:30.3528 |ssim:0.9735psnr:27.2633 |ssim:0.8610
step :100000 |ssim:0.9172| psnr:28.8080psnr:29.9921 |ssim:0.9742psnr:27.3824 |ssim:0.8598
step :105000 |ssim:0.9170| psnr:28.6872psnr:29.5351 |ssim:0.9730psnr:26.9428 |ssim:0.8529
step :110000 |ssim:0.9130| psnr:28.2389psnr:30.4331 |ssim:0.9743psnr:27.4815 |ssim:0.8618
step :115000 |ssim:0.9180| psnr:28.9573psnr:30.8325 |ssim:0.9771psnr:27.3951 |ssim:0.8656
step :120000 |ssim:0.9213| psnr:29.1138
 model saved at step :120000| max_psnr:29.1138|max_ssim:0.9213psnr:31.1432 |ssim:0.9787psnr:27.2564 |ssim:0.8599
step :125000 |ssim:0.9193| psnr:29.1998psnr:30.3732 |ssim:0.9745psnr:27.3883 |ssim:0.8610
step :130000 |ssim:0.9178| psnr:28.8808psnr:29.8034 |ssim:0.9746psnr:27.1661 |ssim:0.8539
step :135000 |ssim:0.9142| psnr:28.4847psnr:30.1202 |ssim:0.9750psnr:27.6016 |ssim:0.8628
step :140000 |ssim:0.9189| psnr:28.8609psnr:30.7502 |ssim:0.9772psnr:27.6646 |ssim:0.8687
step :145000 |ssim:0.9229| psnr:29.2074
 model saved at step :145000| max_psnr:29.2074|max_ssim:0.9229psnr:31.1042 |ssim:0.9772psnr:27.4326 |ssim:0.8676
step :150000 |ssim:0.9224| psnr:29.2684psnr:30.4943 |ssim:0.9766psnr:27.7114 |ssim:0.8695
step :155000 |ssim:0.9231| psnr:29.1028psnr:30.9964 |ssim:0.9776psnr:27.7411 |ssim:0.8677
step :160000 |ssim:0.9227| psnr:29.3688psnr:30.0293 |ssim:0.9724psnr:27.5171 |ssim:0.8650
step :165000 |ssim:0.9187| psnr:28.7732psnr:30.7441 |ssim:0.9780psnr:27.7792 |ssim:0.8726
step :170000 |ssim:0.9253| psnr:29.2616
 model saved at step :170000| max_psnr:29.2616|max_ssim:0.9253psnr:30.2912 |ssim:0.9751psnr:27.8920 |ssim:0.8699
step :175000 |ssim:0.9225| psnr:29.0916psnr:30.1884 |ssim:0.9754psnr:27.8604 |ssim:0.8730
step :180000 |ssim:0.9242| psnr:29.0244psnr:30.7944 |ssim:0.9769psnr:27.8091 |ssim:0.8728
step :185000 |ssim:0.9249| psnr:29.3017psnr:30.4417 |ssim:0.9768psnr:27.7713 |ssim:0.8632
step :190000 |ssim:0.9200| psnr:29.1065psnr:30.4501 |ssim:0.9771psnr:27.9230 |ssim:0.8658
step :195000 |ssim:0.9214| psnr:29.1865psnr:30.7470 |ssim:0.9767psnr:27.5635 |ssim:0.8722
step :200000 |ssim:0.9244| psnr:29.1552psnr:30.7827 |ssim:0.9769psnr:27.7955 |ssim:0.8692
step :205000 |ssim:0.9231| psnr:29.2891psnr:30.4586 |ssim:0.9766psnr:27.9934 |ssim:0.8762
step :210000 |ssim:0.9264| psnr:29.2260psnr:30.9941 |ssim:0.9783psnr:27.9890 |ssim:0.8763
step :215000 |ssim:0.9273| psnr:29.4916
 model saved at step :215000| max_psnr:29.4916|max_ssim:0.9273psnr:29.3482 |ssim:0.9744psnr:27.7493 |ssim:0.8734
step :220000 |ssim:0.9239| psnr:28.5488psnr:30.8018 |ssim:0.9766psnr:27.7906 |ssim:0.8728
step :225000 |ssim:0.9247| psnr:29.2962psnr:30.4900 |ssim:0.9751psnr:27.8583 |ssim:0.8748
step :230000 |ssim:0.9250| psnr:29.1741psnr:30.9275 |ssim:0.9769psnr:28.0095 |ssim:0.8772
step :235000 |ssim:0.9271| psnr:29.4685psnr:30.2888 |ssim:0.9754psnr:28.0424 |ssim:0.8765
step :240000 |ssim:0.9259| psnr:29.1656psnr:30.8772 |ssim:0.9773psnr:28.0605 |ssim:0.8773
step :245000 |ssim:0.9273| psnr:29.4689psnr:31.0451 |ssim:0.9787psnr:28.0625 |ssim:0.8757
step :250000 |ssim:0.9272| psnr:29.5538psnr:30.8538 |ssim:0.9778psnr:28.0748 |ssim:0.8785
step :255000 |ssim:0.9281| psnr:29.4643psnr:31.2187 |ssim:0.9788psnr:28.0689 |ssim:0.8784
step :260000 |ssim:0.9286| psnr:29.6438
 model saved at step :260000| max_psnr:29.6438|max_ssim:0.9286psnr:31.0534 |ssim:0.9781psnr:28.1260 |ssim:0.8800
step :265000 |ssim:0.9290| psnr:29.5897psnr:30.9671 |ssim:0.9779psnr:28.0877 |ssim:0.8774
step :270000 |ssim:0.9276| psnr:29.5274psnr:30.8471 |ssim:0.9768psnr:28.0991 |ssim:0.8788
step :275000 |ssim:0.9278| psnr:29.4731psnr:31.1003 |ssim:0.9780psnr:28.0639 |ssim:0.8796
step :280000 |ssim:0.9288| psnr:29.5821psnr:30.9452 |ssim:0.9780psnr:28.0731 |ssim:0.8796
step :285000 |ssim:0.9288| psnr:29.5092psnr:31.1018 |ssim:0.9780psnr:28.1036 |ssim:0.8798
step :290000 |ssim:0.9289| psnr:29.6027psnr:31.2470 |ssim:0.9789psnr:28.1856 |ssim:0.8807
step :295000 |ssim:0.9298| psnr:29.7163
 model saved at step :295000| max_psnr:29.7163|max_ssim:0.9298psnr:30.6597 |ssim:0.9773psnr:28.1766 |ssim:0.8796
step :300000 |ssim:0.9285| psnr:29.4181psnr:31.2089 |ssim:0.9787psnr:28.0681 |ssim:0.8795
step :305000 |ssim:0.9291| psnr:29.6385psnr:30.9249 |ssim:0.9786psnr:28.1470 |ssim:0.8800
step :310000 |ssim:0.9293| psnr:29.5360psnr:31.0157 |ssim:0.9782psnr:28.1759 |ssim:0.8810
step :315000 |ssim:0.9296| psnr:29.5958psnr:31.1620 |ssim:0.9785psnr:28.2234 |ssim:0.8823
step :320000 |ssim:0.9304| psnr:29.6927psnr:31.2039 |ssim:0.9783psnr:28.2097 |ssim:0.8810
step :325000 |ssim:0.9297| psnr:29.7068psnr:31.2670 |ssim:0.9784psnr:28.1512 |ssim:0.8809
step :330000 |ssim:0.9296| psnr:29.7091psnr:30.6975 |ssim:0.9777psnr:28.1505 |ssim:0.8801
step :335000 |ssim:0.9289| psnr:29.4240psnr:31.2433 |ssim:0.9793psnr:28.2506 |ssim:0.8815
step :340000 |ssim:0.9304| psnr:29.7470
 model saved at step :340000| max_psnr:29.7470|max_ssim:0.9304psnr:31.1832 |ssim:0.9787psnr:28.2209 |ssim:0.8811
step :345000 |ssim:0.9299| psnr:29.7021psnr:31.5303 |ssim:0.9794psnr:28.2118 |ssim:0.8814
step :350000 |ssim:0.9304| psnr:29.8710psnr:31.2367 |ssim:0.9788psnr:28.2512 |ssim:0.8823
step :355000 |ssim:0.9305| psnr:29.7439psnr:30.8214 |ssim:0.9776psnr:28.2313 |ssim:0.8814
step :360000 |ssim:0.9295| psnr:29.5263psnr:31.1430 |ssim:0.9782psnr:28.2663 |ssim:0.8822
step :365000 |ssim:0.9302| psnr:29.7047psnr:31.2944 |ssim:0.9788psnr:28.2337 |ssim:0.8823
step :370000 |ssim:0.9306| psnr:29.7641
 model saved at step :370000| max_psnr:29.7641|max_ssim:0.9306psnr:31.2748 |ssim:0.9788psnr:28.2127 |ssim:0.8820
step :375000 |ssim:0.9304| psnr:29.7438psnr:31.3000 |ssim:0.9790psnr:28.2468 |ssim:0.8821
step :380000 |ssim:0.9305| psnr:29.7734psnr:31.2304 |ssim:0.9788psnr:28.2251 |ssim:0.8826
step :385000 |ssim:0.9307| psnr:29.7278psnr:31.2578 |ssim:0.9786psnr:28.2690 |ssim:0.8821
step :390000 |ssim:0.9304| psnr:29.7634psnr:31.2566 |ssim:0.9792psnr:28.2676 |ssim:0.8822
step :395000 |ssim:0.9307| psnr:29.7621psnr:31.2357 |ssim:0.9790psnr:28.2440 |ssim:0.8825
step :400000 |ssim:0.9307| psnr:29.7399psnr:31.2063 |ssim:0.9790psnr:28.2219 |ssim:0.8824
step :405000 |ssim:0.9307| psnr:29.7141psnr:31.3183 |ssim:0.9792psnr:28.2957 |ssim:0.8830
step :410000 |ssim:0.9311| psnr:29.8070
 model saved at step :410000| max_psnr:29.8070|max_ssim:0.9311psnr:31.2337 |ssim:0.9791psnr:28.2672 |ssim:0.8830
step :415000 |ssim:0.9310| psnr:29.7505psnr:31.3216 |ssim:0.9793psnr:28.2790 |ssim:0.8832
step :420000 |ssim:0.9312| psnr:29.8003psnr:31.2628 |ssim:0.9791psnr:28.2772 |ssim:0.8829
step :425000 |ssim:0.9310| psnr:29.7700psnr:31.2965 |ssim:0.9792psnr:28.2821 |ssim:0.8830
step :430000 |ssim:0.9311| psnr:29.7893psnr:31.3294 |ssim:0.9792psnr:28.2751 |ssim:0.8828
step :435000 |ssim:0.9310| psnr:29.8023psnr:31.3113 |ssim:0.9792psnr:28.2841 |ssim:0.8830
step :440000 |ssim:0.9311| psnr:29.7977psnr:31.3122 |ssim:0.9792psnr:28.2847 |ssim:0.8831
step :445000 |ssim:0.9311| psnr:29.7984psnr:31.3177 |ssim:0.9792psnr:28.2893 |ssim:0.8832
step :450000 |ssim:0.9312| psnr:29.8035psnr:31.2854 |ssim:0.9792psnr:28.2600 |ssim:0.8828
step :455000 |ssim:0.9310| psnr:29.7727psnr:31.3019 |ssim:0.9792psnr:28.2818 |ssim:0.8830
step :460000 |ssim:0.9311| psnr:29.7918psnr:31.3001 |ssim:0.9792psnr:28.2931 |ssim:0.8831
step :465000 |ssim:0.9311| psnr:29.7966psnr:31.3144 |ssim:0.9792psnr:28.2873 |ssim:0.8830
step :470000 |ssim:0.9311| psnr:29.8009psnr:31.3083 |ssim:0.9792psnr:28.2862 |ssim:0.8831
step :475000 |ssim:0.9311| psnr:29.7972psnr:31.3065 |ssim:0.9792psnr:28.2926 |ssim:0.8832
step :480000 |ssim:0.9312| psnr:29.7996psnr:31.3075 |ssim:0.9792psnr:28.2908 |ssim:0.8832
step :485000 |ssim:0.9312| psnr:29.7991psnr:31.3080 |ssim:0.9792psnr:28.2923 |ssim:0.8832
step :490000 |ssim:0.9312| psnr:29.8001psnr:31.3092 |ssim:0.9792psnr:28.2921 |ssim:0.8832
step :495000 |ssim:0.9312| psnr:29.8007psnr:31.3094 |ssim:0.9792psnr:28.2929 |ssim:0.8832
step :500000 |ssim:0.9312| psnr:29.80112022-10-02 18:33:012022-10-07 13:38:01
2022-10-07 13:38:37
2022-10-07 13:40:24
2022-10-07 13:41:31
psnr:30.8378 |ssim:0.9768psnr:12.6436 |ssim:0.3479
step :5000 |ssim:0.6623| psnr:21.7407
 model saved at step :5000| max_psnr:21.7407|max_ssim:0.6623psnr:30.4247 |ssim:0.9750psnr:12.4622 |ssim:0.3492
step :10000 |ssim:0.6621| psnr:21.4434psnr:30.1908 |ssim:0.9736psnr:12.2180 |ssim:0.3475
step :15000 |ssim:0.6605| psnr:21.2044psnr:30.3198 |ssim:0.9747psnr:12.2450 |ssim:0.3447
step :20000 |ssim:0.6597| psnr:21.2824psnr:28.1619 |ssim:0.9669psnr:12.3970 |ssim:0.3432
step :25000 |ssim:0.6550| psnr:20.2795psnr:30.0580 |ssim:0.9733psnr:12.0032 |ssim:0.3442
step :30000 |ssim:0.6587| psnr:21.0306psnr:30.1801 |ssim:0.9733psnr:12.5197 |ssim:0.3438
step :35000 |ssim:0.6586| psnr:21.3499psnr:29.8706 |ssim:0.9731psnr:12.4016 |ssim:0.3489
step :40000 |ssim:0.6610| psnr:21.1361psnr:30.4061 |ssim:0.9752psnr:12.2439 |ssim:0.3485
step :45000 |ssim:0.6619| psnr:21.3250psnr:30.2241 |ssim:0.9648psnr:12.2776 |ssim:0.3398
step :50000 |ssim:0.6523| psnr:21.2509psnr:29.8006 |ssim:0.97052022-10-07 22:16:57
psnr:29.3817 |ssim:0.9671psnr:24.0740 |ssim:0.7796
step :5000 |ssim:0.8734| psnr:26.7279
 model saved at step :5000| max_psnr:26.7279|max_ssim:0.8734psnr:30.7547 |ssim:0.9767psnr:25.4170 |ssim:0.8133
step :10000 |ssim:0.8950| psnr:28.0858
 model saved at step :10000| max_psnr:28.0858|max_ssim:0.8950psnr:30.1283 |ssim:0.9752psnr:25.5291 |ssim:0.8184
step :15000 |ssim:0.8968| psnr:27.8287psnr:30.0488 |ssim:0.9747psnr:26.0233 |ssim:0.8285
step :20000 |ssim:0.9016| psnr:28.0361psnr:30.3017 |ssim:0.9752psnr:26.3153 |ssim:0.8351
step :25000 |ssim:0.9051| psnr:28.3085
 model saved at step :25000| max_psnr:28.3085|max_ssim:0.9051psnr:28.9873 |ssim:0.9712psnr:26.0024 |ssim:0.8324
step :30000 |ssim:0.9018| psnr:27.4949psnr:30.5007 |ssim:0.9753psnr:25.8842 |ssim:0.8274
step :35000 |ssim:0.9014| psnr:28.1925psnr:30.7119 |ssim:0.9768psnr:26.6224 |ssim:0.8442
step :40000 |ssim:0.9105| psnr:28.6671
 model saved at step :40000| max_psnr:28.6671|max_ssim:0.9105psnr:29.9008 |ssim:0.9749psnr:26.6352 |ssim:0.8515
step :45000 |ssim:0.9132| psnr:28.2680psnr:30.3630 |ssim:0.9746psnr:26.7597 |ssim:0.8460
step :50000 |ssim:0.9103| psnr:28.5614psnr:28.8806 |ssim:0.9704psnr:26.8124 |ssim:0.8545
step :55000 |ssim:0.9124| psnr:27.8465psnr:30.2003 |ssim:0.9756psnr:26.9762 |ssim:0.8552
step :60000 |ssim:0.9154| psnr:28.5883psnr:30.4881 |ssim:0.9751psnr:27.1894 |ssim:0.8576
step :65000 |ssim:0.9164| psnr:28.8387
 model saved at step :65000| max_psnr:28.8387|max_ssim:0.9164psnr:29.9522 |ssim:0.9739psnr:27.2768 |ssim:0.8604
step :70000 |ssim:0.9171| psnr:28.6145psnr:30.5443 |ssim:0.9758psnr:27.2328 |ssim:0.8532
step :75000 |ssim:0.9145| psnr:28.8886psnr:29.7852 |ssim:0.9687psnr:26.7743 |ssim:0.8312
step :80000 |ssim:0.8999| psnr:28.2797psnr:29.2646 |ssim:0.9708psnr:27.2538 |ssim:0.8616
step :85000 |ssim:0.9162| psnr:28.2592psnr:29.3101 |ssim:0.9711psnr:27.4132 |ssim:0.8591
step :90000 |ssim:0.9151| psnr:28.3616psnr:30.1909 |ssim:0.9743psnr:26.8605 |ssim:0.8611
step :95000 |ssim:0.9177| psnr:28.5257psnr:29.8782 |ssim:0.9736psnr:27.6090 |ssim:0.8678
step :100000 |ssim:0.9207| psnr:28.7436psnr:29.5032 |ssim:0.9737psnr:27.2150 |ssim:0.8634
step :105000 |ssim:0.9185| psnr:28.3591psnr:30.5490 |ssim:0.9757psnr:27.7262 |ssim:0.8700
step :110000 |ssim:0.9228| psnr:29.1376
 model saved at step :110000| max_psnr:29.1376|max_ssim:0.9228psnr:30.2966 |ssim:0.9772psnr:27.8128 |ssim:0.8720
step :115000 |ssim:0.9246| psnr:29.0547psnr:29.8339 |ssim:0.9720psnr:27.5651 |ssim:0.8682
step :120000 |ssim:0.9201| psnr:28.6995psnr:29.6947 |ssim:0.9734psnr:27.6263 |ssim:0.8718
step :125000 |ssim:0.9226| psnr:28.6605psnr:30.6991 |ssim:0.9765psnr:27.6778 |ssim:0.8661
step :130000 |ssim:0.9213| psnr:29.1885psnr:30.7704 |ssim:0.9758psnr:27.7208 |ssim:0.8693
step :135000 |ssim:0.9226| psnr:29.2456psnr:29.7219 |ssim:0.9733psnr:27.8780 |ssim:0.8743
step :140000 |ssim:0.9238| psnr:28.7999psnr:30.4988 |ssim:0.9769psnr:27.9758 |ssim:0.8767
step :145000 |ssim:0.9268| psnr:29.2373
 model saved at step :145000| max_psnr:29.2373|max_ssim:0.9268psnr:30.4031 |ssim:0.9766psnr:28.0351 |ssim:0.8739
step :150000 |ssim:0.9253| psnr:29.2191psnr:30.3427 |ssim:0.9743psnr:27.8760 |ssim:0.8746
step :155000 |ssim:0.9244| psnr:29.1093psnr:30.2873 |ssim:0.9746psnr:28.0241 |ssim:0.8774
step :160000 |ssim:0.9260| psnr:29.1557psnr:30.3066 |ssim:0.9760psnr:27.9766 |ssim:0.8785
step :165000 |ssim:0.9273| psnr:29.1416psnr:30.7645 |ssim:0.9772psnr:27.9388 |ssim:0.8797
step :170000 |ssim:0.9285| psnr:29.3517
 model saved at step :170000| max_psnr:29.3517|max_ssim:0.9285psnr:30.6882 |ssim:0.9779psnr:28.0212 |ssim:0.8793
step :175000 |ssim:0.9286| psnr:29.3547
 model saved at step :175000| max_psnr:29.3547|max_ssim:0.9286psnr:30.4437 |ssim:0.9756psnr:28.1942 |ssim:0.8795
step :180000 |ssim:0.9275| psnr:29.3189psnr:30.4125 |ssim:0.9759psnr:27.9852 |ssim:0.8799
step :185000 |ssim:0.9279| psnr:29.1989psnr:29.9504 |ssim:0.9746psnr:28.2816 |ssim:0.8827
step :190000 |ssim:0.9286| psnr:29.1160psnr:30.5293 |ssim:0.9765psnr:28.1468 |ssim:0.8791
step :195000 |ssim:0.9278| psnr:29.3381psnr:30.6317 |ssim:0.9771psnr:28.2819 |ssim:0.8824
step :200000 |ssim:0.9297| psnr:29.4568
 model saved at step :200000| max_psnr:29.4568|max_ssim:0.9297psnr:30.4881 |ssim:0.9766psnr:28.1903 |ssim:0.8827
step :205000 |ssim:0.9296| psnr:29.3392psnr:30.7611 |ssim:0.9775psnr:28.2550 |ssim:0.8811
step :210000 |ssim:0.9293| psnr:29.5080psnr:30.1291 |ssim:0.9754psnr:28.2011 |ssim:0.8836
